customer_name,phone_number,email,address,state,purchase_date,gold_type,gold_quality,gold_weight,price_per_gram,total_amount,discount_percentage,discount_amount,final_amount,payment_mode,notes
Taimur Kade,02346772529,koshynirvi@example.net,"H.No. 28, Handa Street, Hosur-489287",Rajasthan,2024-12-03,24K,Pure,354.563,5295.64,1877638.01,3.98,74729.99,1802908.02,Card,Voluptate asperiores adipisci qui libero quaerat voluptate.
Raunak Chaudhari,+912020107535,divijreddy@example.org,"92, Thaker Zila, Guwahati-889026",Kerala,2023-11-08,22K,Premium,115.944,5402.34,626368.91,4.3,26933.86,599435.05,Card,Amet fugiat vel quos repellendus.
Anahita Mand,03520368240,prerak13@example.com,"H.No. 874, Bhattacharyya Road, Sikar 407051",Maharashtra,2024-08-19,22K,Pure,552.207,5594.36,3089244.75,2.74,84645.31,3004599.44,Card,
Rania Setty,+918225158242,stuvan07@example.com,"869, Divan Ganj, Jamnagar-438214",Kerala,2025-03-05,22K,Pure,846.968,6711.75,5684637.47,3.41,193846.14,5490791.33,Bank Transfer,Perspiciatis doloremque saepe nemo aperiam nesciunt.
Alisha Gour,+915999449042,msani@example.com,"52/57, Gour Road, Muzaffarpur 688295",Andhra Pradesh,2025-04-21,22K,Pure,624.795,5187.56,3241161.55,0.26,8427.02,3232734.53,Card,Magnam praesentium voluptates quos repudiandae facilis necessitatibus.
Miraya Kalita,02520209067,aarnachaudhry@example.org,"H.No. 35, Savant Road, Eluru-559350",Kerala,2025-02-08,22K,Standard,394.291,6086.35,2399793.03,0.76,18238.43,2381554.6,Bank Transfer,
Ishita Bakshi,7467560461,jivin61@example.org,"88/93, Mani Zila, Guntakal-988512",Delhi,2025-03-09,22K,Premium,508.331,5142.01,2613843.09,1.56,40775.95,2573067.14,Bank Transfer,Sit veniam rem laboriosam nostrum optio.
Kartik Bora,09219198418,indransmangal@example.net,"49/111, Desai Road, Bokaro-382201",West Bengal,2025-05-04,22K,Pure,351.435,5014.24,1762179.43,0.85,14978.53,1747200.9,Cash,
Elakshi Hari,+912680861413,hbiswas@example.org,"799, Dar Road, Chittoor 379646",Tamil Nadu,2024-01-01,18K,Pure,96.407,5933.15,571997.19,4.0,22879.89,549117.3,Bank Transfer,Quia pariatur est.
Damini Bhatti,6075436059,sara21@example.com,"95/134, Mallick Chowk, Sambhal 160012",West Bengal,2024-06-04,18K,Premium,732.441,6538.94,4789387.75,2.17,103929.71,4685458.04,Card,
Yashvi Ramachandran,+914694898444,krishde@example.net,"32/85, Varty Path, Unnao-267783",Telangana,2024-04-17,18K,Premium,230.765,5974.29,1378657.03,1.36,18749.74,1359907.29,UPI,Deserunt excepturi labore minima.
Jayan Karan,9737554443,ashenoy@example.org,"90, Bakshi Marg, Panipat-135294",Andhra Pradesh,2024-07-05,24K,Standard,207.232,6470.26,1340844.92,3.24,43443.38,1297401.54,Card,
Yashvi Vasa,+911326531595,hunarkara@example.com,"H.No. 897, Mangal Marg, Dindigul 960011",Kerala,2025-01-02,24K,Premium,235.546,5115.45,1204923.79,4.06,48919.91,1156003.88,Card,Dolorum quisquam architecto necessitatibus praesentium facilis corrupti.
Kaira Trivedi,4548233789,gatik23@example.net,"63, Varkey Circle, Raipur-265727",Rajasthan,2023-12-31,18K,Premium,771.4,5950.05,4589868.57,2.94,134942.14,4454926.43,Cash,
Ira Sundaram,06888611893,mohanlal30@example.org,"15, Chandra Nagar, Amroha-211768",Rajasthan,2025-01-24,18K,Premium,308.367,6865.14,2116982.63,2.7,57158.53,2059824.1,Card,
Hunar Suresh,+916133628923,divyansh00@example.net,"H.No. 006, Bhagat Zila, Indore 524093",Tamil Nadu,2023-11-24,22K,Standard,391.303,6283.84,2458885.44,2.54,62455.69,2396429.75,Bank Transfer,Quis iste iusto esse.
Mamooty Barad,1948408926,vramanathan@example.com,"H.No. 529, Sahni Road, Jaunpur 458643",Maharashtra,2024-11-26,22K,Premium,443.754,6468.25,2870311.81,2.66,76350.29,2793961.52,UPI,Eius facilis ab cum architecto.
Advika Shan,+915639602378,kaira21@example.org,"H.No. 064, Brar Chowk, Agartala 253890",Delhi,2025-03-30,24K,Pure,416.824,6070.14,2530180.04,2.39,60471.3,2469708.74,Bank Transfer,
Zeeshan Shah,3567620275,neysa47@example.net,"253, Cherian Marg, Serampore 193042",Kerala,2023-08-09,18K,Standard,460.892,6790.83,3129839.22,0.96,30046.46,3099792.76,UPI,
Tushar Hans,3665794723,ivandeep@example.net,"60, Shetty Street, Chittoor 697800",West Bengal,2024-10-03,24K,Premium,457.321,6706.09,3066835.78,0.57,17480.96,3049354.82,UPI,Id quis ullam dolores iusto sit dolorum quo.
Dishani Kakar,06804171039,beratanya@example.org,"H.No. 802, Malhotra Marg, Kirari Suleman Nagar 010816",Maharashtra,2025-03-16,18K,Pure,738.893,5332.56,3940191.26,0.12,4728.23,3935463.03,UPI,
Ivan Bhatti,08425257042,sridharmadhav@example.com,"28, Sabharwal Street, Adoni-140041",Delhi,2024-12-24,24K,Premium,567.975,6033.25,3426735.17,2.62,89780.46,3336954.71,Card,Culpa debitis vel et.
Saira Karnik,+915447235965,heer31@example.com,"38, Kadakia Road, Saharsa-644755",Gujarat,2024-10-24,24K,Premium,712.983,6419.21,4576787.6,1.1,50344.66,4526442.94,Cash,Aperiam quo esse earum.
Lavanya Barad,+916413588823,wbaria@example.org,"093, Magar Ganj, Miryalaguda-436084",Andhra Pradesh,2023-08-23,18K,Pure,784.616,6854.33,5378016.99,2.78,149508.87,5228508.12,Bank Transfer,
Damini Rau,01076605612,desaidhanuk@example.com,"76/140, Goswami Path, Sirsa 406055",West Bengal,2024-09-26,22K,Pure,443.66,6863.24,3044945.06,1.29,39279.79,3005665.27,Cash,
Ryan Sura,+919359806617,prishamagar@example.org,"H.No. 16, Jain Road, Asansol 194997",West Bengal,2024-02-08,22K,Premium,641.912,5691.52,3653454.99,3.31,120929.36,3532525.63,Bank Transfer,Voluptate molestiae accusamus ut blanditiis rem.
Shlok Jha,+914510187563,keerfateh@example.com,"41/58, Dara, Siliguri-296709",Tamil Nadu,2024-08-20,22K,Premium,433.08,5385.36,2332291.71,2.93,68336.15,2263955.56,Bank Transfer,Distinctio rem velit ratione porro doloremque.
Samaira Gill,+914190276005,kaira31@example.com,"177, Andra Chowk, Bidhannagar 792451",Tamil Nadu,2025-04-27,22K,Pure,147.483,6064.36,894390.01,2.35,21018.17,873371.84,Bank Transfer,
Inaaya  Mane,9874084937,buchgatik@example.org,"H.No. 830, Shanker Marg, Mira-Bhayandar-532942",Rajasthan,2024-01-07,24K,Premium,885.745,5097.34,4514943.42,3.8,171567.85,4343375.57,Cash,
Dhruv Taneja,00282345588,ybansal@example.org,"35/320, Mane Path, Kishanganj-654374",Rajasthan,2024-02-02,24K,Pure,925.98,5904.02,5467004.44,3.75,205012.67,5261991.77,Cash,
Anaya Vasa,9400667552,neelofar97@example.com,"62, Lata Marg, Aizawl-678466",Kerala,2024-06-01,22K,Premium,830.858,5811.36,4828414.95,0.51,24624.92,4803790.03,Card,
Taran Bhasin,+912109571157,neysa74@example.net,"08/345, Dalal Road, Cuttack 684137",Kerala,2025-01-01,22K,Standard,749.722,5316.36,3985792.05,1.74,69352.78,3916439.27,UPI,
Nitara Sarna,+912047667782,seher01@example.org,"79/28, Contractor Ganj, Madhyamgram 247482",Karnataka,2025-05-16,22K,Standard,11.498,5485.01,63066.64,3.28,2068.59,60998.05,UPI,
Ira Sarin,08600193211,kchaudhuri@example.org,"84/88, Desai, Kolkata-579903",Maharashtra,2024-04-29,24K,Pure,120.966,6333.32,766116.39,1.08,8274.06,757842.33,UPI,
Advik Sharaf,3408643486,aniruddhdave@example.org,"358, Borde Road, Sambhal 834711",Andhra Pradesh,2024-09-29,24K,Pure,394.574,6890.84,2718946.3,2.93,79665.13,2639281.17,UPI,
Anvi Sampath,+912262395661,veersehgal@example.net,"H.No. 956, Lala Chowk, Kanpur-822257",Gujarat,2025-01-29,22K,Premium,136.138,5959.69,811340.28,3.9,31642.27,779698.01,Bank Transfer,
Chirag Gola,+916897179154,samairabahri@example.net,"905, Din Street, Solapur-888658",Telangana,2024-10-10,24K,Pure,107.004,6438.44,688938.83,2.32,15983.38,672955.45,Cash,Vero fuga sapiente iste culpa esse distinctio.
Yuvaan Ramanathan,+919758150294,indrajitkurian@example.net,"H.No. 87, Tailor Marg, Bhiwani 279219",Tamil Nadu,2024-01-05,18K,Standard,837.015,5190.41,4344451.03,3.05,132505.76,4211945.27,UPI,
Ishaan Divan,+911165820855,tusharaurora@example.net,"68/17, Din Marg, Silchar-914033",West Bengal,2023-10-10,18K,Standard,275.437,5137.96,1415184.29,3.18,45002.86,1370181.43,UPI,Est odio aliquid eveniet optio.
Kabir Bhatti,7664000649,wsaxena@example.org,"H.No. 10, Varkey, Pune 438647",Rajasthan,2025-01-07,18K,Premium,866.053,6693.0,5796492.73,1.85,107235.12,5689257.61,UPI,Molestias illo ex autem iste nam officiis.
Prisha Sahota,0800692043,seshadriaarush@example.org,"099, Bhatti Path, Bhiwandi 150122",Andhra Pradesh,2023-06-15,24K,Standard,932.944,5355.85,4996708.12,4.74,236843.96,4759864.16,UPI,
Riya Keer,1732699606,ehsaanbhavsar@example.org,"H.No. 26, Sundaram Path, Akola 147312",Rajasthan,2024-08-23,22K,Standard,594.971,5144.19,3060643.87,2.36,72231.2,2988412.67,Cash,
Myra Ratti,05911909434,evarma@example.com,"H.No. 21, Sangha Ganj, Haldia-856364",Maharashtra,2023-10-26,24K,Premium,862.71,5361.68,4625574.95,4.63,214164.12,4411410.83,Card,
Jiya Batta,2541503281,charvigara@example.net,"41/919, Rastogi Road, Moradabad 865870",Telangana,2024-08-21,18K,Pure,480.172,6995.16,3358879.97,0.91,30565.81,3328314.16,Card,Nostrum corrupti pariatur commodi doloremque quaerat.
Shanaya Kapoor,3845366368,dchacko@example.net,"42/33, Cheema Marg, Etawah-983732",Gujarat,2024-03-20,18K,Standard,621.702,6845.01,4255556.41,0.85,36172.23,4219384.18,Bank Transfer,
Diya Baral,+910772454984,neysabarad@example.org,"97/25, Walia Road, Rajkot-495702",Telangana,2024-05-16,24K,Standard,964.546,5667.98,5467027.44,3.76,205560.23,5261467.21,Bank Transfer,
Kavya Gokhale,09119856851,shlokmahajan@example.com,"62/379, Sachdev Marg, Muzaffarnagar-456179",Andhra Pradesh,2025-02-08,22K,Standard,761.133,5903.89,4493645.51,3.36,150986.49,4342659.02,UPI,Tempora ea dicta consectetur deserunt.
Rati Kant,05312348001,niyengar@example.com,"41, Dugar Path, Nashik 608718",Maharashtra,2023-09-24,18K,Pure,606.308,6321.61,3832842.72,2.48,95054.5,3737788.22,Cash,
Gokul Goel,+918073498441,pranaygara@example.org,"H.No. 351, Taneja Path, Haldia 896738",Maharashtra,2023-08-10,24K,Premium,974.002,5607.07,5461297.39,0.13,7099.69,5454197.7,Card,Ab veritatis minus ratione.
Akarsh Dhar,05414737889,dsastry@example.org,"796, Agarwal Zila, Baranagar 137618",Andhra Pradesh,2024-04-25,24K,Premium,623.707,6356.71,3964724.52,3.81,151056.0,3813668.52,Cash,
Vihaan Hayer,01749189068,hunarrastogi@example.com,"H.No. 11, Master Chowk, Ranchi 191647",Rajasthan,2024-05-04,18K,Premium,811.005,5143.93,4171752.95,0.57,23778.99,4147973.96,UPI,Minus sunt id.
Urvi Mandal,03595488626,nishith51@example.org,"84, Tailor Ganj, Surendranagar Dudhrej 103188",Delhi,2024-04-16,18K,Premium,962.069,5270.05,5070151.73,3.18,161230.83,4908920.9,Bank Transfer,
Urvi Goyal,8825847708,mamooty40@example.org,"32/518, Kakar Nagar, Ambarnath-051448",Kerala,2023-08-15,22K,Premium,913.113,6554.99,5985446.58,4.75,284308.71,5701137.87,Bank Transfer,
Nishith Taneja,3212369823,darshit87@example.com,"155, Amble Ganj, Rewa 319581",Karnataka,2024-09-11,24K,Pure,189.187,5673.99,1073445.15,1.51,16209.02,1057236.13,Cash,
Kaira Sridhar,02132061943,nitarachoudhary@example.net,"161, Jain Street, Tadepalligudem-996953",Andhra Pradesh,2025-04-11,22K,Standard,352.212,5769.72,2032164.62,2.05,41659.37,1990505.25,UPI,Optio sequi quidem et.
Anika Dada,+913191860126,auppal@example.net,"H.No. 13, Rama Circle, Ramagundam-811184",Maharashtra,2024-03-25,22K,Pure,843.297,6952.86,5863325.98,3.12,182935.77,5680390.21,Card,
Ishaan Virk,+919469442246,borradivyansh@example.com,"H.No. 998, Mahajan Zila, Nagaon-899406",Telangana,2024-02-03,24K,Premium,334.264,5755.01,1923692.66,1.66,31933.3,1891759.36,Bank Transfer,Ipsum illo minima itaque possimus hic.
Biju Srinivasan,+918054114345,baijudara@example.org,"15/620, Borde, Ambattur 166905",Delhi,2023-11-19,24K,Pure,589.979,5812.62,3429323.73,4.7,161178.22,3268145.51,Bank Transfer,
Yashvi Dugal,+916494963263,tatabadal@example.com,"51, Joshi, Rourkela 583687",Maharashtra,2023-10-04,24K,Standard,88.277,6447.27,569145.65,0.2,1138.29,568007.36,Card,Eos dignissimos placeat dolorum atque harum asperiores.
Anahita Bedi,+913672049060,pranay18@example.net,"52, Barad Road, Kulti-790779",Kerala,2023-05-30,22K,Standard,52.593,6365.68,334790.21,3.18,10646.33,324143.88,Cash,
Jivika Chandra,02623438520,pbajwa@example.org,"46/14, Deo Chowk, Nandyal 581936",Karnataka,2023-06-27,22K,Standard,676.231,5005.56,3384914.84,2.87,97147.06,3287767.78,Cash,
Kiara Kulkarni,9976554752,battadhruv@example.net,"H.No. 428, Karan Nagar, Hubli–Dharwad 513635",Delhi,2023-12-01,22K,Premium,50.986,6805.16,346967.89,4.08,14156.29,332811.6,Card,
Emir Swamy,+916706911392,gmaster@example.com,"01/088, Bail Road, Secunderabad 013628",Gujarat,2024-06-30,22K,Pure,461.432,6406.26,2956053.36,4.79,141594.96,2814458.4,Bank Transfer,
Arnav Thaman,+916816363186,bahrinehmat@example.org,"42/143, Gera Nagar, Latur 849068",Kerala,2024-07-17,18K,Pure,371.019,6049.69,2244549.93,2.56,57460.48,2187089.45,UPI,
Yashvi Dhingra,3499230359,anahitachatterjee@example.net,"H.No. 71, Salvi, Ramagundam 146945",Gujarat,2025-04-25,24K,Standard,411.199,5680.63,2335869.38,0.32,7474.78,2328394.6,UPI,
Urvi Deshpande,+914076780511,gshere@example.com,"88, Krish, Chennai-392205",Tamil Nadu,2025-01-06,24K,Standard,800.476,5755.42,4607075.58,1.68,77398.87,4529676.71,Card,Ea sed illo molestias.
Sahil Hari,01284445763,lavanyahora@example.org,"H.No. 00, Khanna Chowk, Phusro-209934",Karnataka,2023-11-02,18K,Standard,204.106,6623.29,1351853.23,2.73,36905.59,1314947.64,Cash,
Trisha Bail,+915101911730,rastogishaan@example.net,"398, Lal Zila, Srinagar-454035",Rajasthan,2024-10-13,18K,Premium,945.286,6153.38,5816703.97,2.02,117497.42,5699206.55,Cash,
Ryan Maharaj,+917360819569,neysabajwa@example.net,"066, Thakkar Nagar, Saharanpur 953122",West Bengal,2024-08-18,24K,Standard,5.196,5059.03,26286.72,4.24,1114.56,25172.16,Cash,
Shanaya Virk,+912062664157,stuvanuppal@example.com,"058, Sathe Path, Bidar-190623",Kerala,2023-10-14,24K,Pure,708.0,6764.19,4789046.52,0.26,12451.52,4776595.0,Cash,
Advika Rajan,+915428235861,umangjain@example.com,"38/41, Batta Nagar, Hosur 015496",Gujarat,2025-01-26,22K,Premium,195.996,5913.47,1159016.47,3.93,45549.35,1113467.12,Bank Transfer,
Rasha Doshi,+912588390831,nirvaan06@example.com,"54, Ram Chowk, Bettiah-230245",Kerala,2024-07-10,24K,Premium,352.638,5537.86,1952859.87,0.64,12498.3,1940361.57,Card,
Divij De,02930088142,krish12@example.com,"H.No. 663, Lala Chowk, Siliguri-977649",West Bengal,2024-02-18,18K,Standard,141.882,6048.34,858150.58,2.89,24800.55,833350.03,Bank Transfer,
Kiara Lal,07163264537,sachdevaojas@example.com,"87/70, Kohli Street, Bihar Sharif 054283",Kerala,2024-02-25,24K,Premium,553.607,5621.88,3112312.12,2.42,75317.95,3036994.17,Card,
Anya Kapur,9917247340,dhanushsibal@example.net,"H.No. 80, Gupta Chowk, Malegaon-099338",Maharashtra,2023-10-18,22K,Premium,780.982,5094.38,3978619.08,3.14,124928.64,3853690.44,Bank Transfer,
Hansh Sem,1008643999,miraanvasa@example.net,"83/24, Batra Path, Machilipatnam 102342",Maharashtra,2025-04-19,24K,Premium,338.057,6646.6,2246929.66,1.58,35501.49,2211428.17,Card,
Nirvi Walia,00464173221,urvi74@example.net,"06/70, Sami Chowk, Baranagar-201188",Andhra Pradesh,2024-01-30,22K,Pure,879.719,6356.96,5592338.49,1.66,92832.82,5499505.67,Card,Commodi nobis necessitatibus quod.
Pranay Saraf,0485528440,stuvan51@example.org,"64/996, Ravi Zila, Mehsana 378671",Rajasthan,2023-10-23,24K,Standard,359.37,6629.91,2382590.76,0.49,11674.69,2370916.07,UPI,
Prerak Rege,04536360761,dchadha@example.com,"500, Grewal Nagar, Etawah-921154",West Bengal,2024-05-24,22K,Standard,967.124,5143.27,4974179.86,2.25,111919.05,4862260.81,Card,
Taran Dhar,+916529421605,ikarpe@example.com,"47, Sarraf, Deoghar 584328",Karnataka,2024-10-06,22K,Pure,601.429,6850.33,4119987.12,2.11,86931.73,4033055.39,Cash,
Rasha Jha,4762914764,vhanda@example.net,"H.No. 50, Sabharwal, Anantapuram 703764",Delhi,2024-08-27,24K,Premium,480.792,5760.28,2769496.54,3.01,83361.85,2686134.69,Card,
Ryan Anne,0425562457,anayasaha@example.net,"61, Shanker Road, Visakhapatnam-812062",Telangana,2025-01-25,24K,Pure,99.431,6377.24,634095.35,2.09,13252.59,620842.76,Cash,
Diya Ghosh,01890626317,wgolla@example.net,"H.No. 618, Keer Chowk, Gandhidham-191102",Kerala,2024-07-01,22K,Premium,645.505,6234.32,4024284.73,4.34,174653.96,3849630.77,Bank Transfer,
Anvi Arora,07544529613,heer44@example.net,"04/82, Taneja Marg, Sri Ganganagar 080085",Kerala,2023-12-21,18K,Standard,670.181,6252.0,4189971.61,3.35,140364.05,4049607.56,Card,
Shayak Ramesh,+913221926035,samaira43@example.org,"H.No. 576, Sidhu Road, Nanded-106063",Delhi,2024-06-04,18K,Premium,564.69,6266.39,3538567.77,3.34,118188.16,3420379.61,Card,Nostrum nobis optio accusantium fugiat assumenda reiciendis.
Ishita Din,+910837491464,manikya12@example.org,"H.No. 287, Gandhi Path, Gudivada-981439",Kerala,2024-11-23,24K,Pure,166.53,5310.77,884402.53,4.46,39444.35,844958.18,Cash,
Zara Bhandari,1962842361,bakshielakshi@example.com,"631, Cherian Circle, Jaunpur-515578",Gujarat,2023-08-13,24K,Pure,343.518,5740.1,1971827.67,3.44,67830.87,1903996.8,Card,Placeat corrupti voluptate assumenda veniam quo.
Onkar Bhasin,9331083933,sandalranbir@example.com,"48/11, Dhillon Street, Jalandhar-676401",Delhi,2023-10-31,22K,Standard,498.79,6254.45,3119657.12,0.5,15598.29,3104058.83,Cash,
Prisha Mani,1823749116,behlmiraan@example.org,"H.No. 10, Cherian Zila, Barasat 691693",Delhi,2024-03-21,18K,Standard,49.757,5415.17,269442.61,3.76,10131.04,259311.57,Card,
Siya Chad,00399495783,devisamiha@example.net,"67, Mahajan Path, Khammam 960421",Andhra Pradesh,2024-03-19,22K,Standard,648.357,6614.98,4288868.59,1.64,70337.44,4218531.15,Cash,
Dhanush Kakar,8577559859,mdoctor@example.com,"20, Sampath Nagar, Morbi 985805",Delhi,2024-08-19,24K,Premium,774.982,5312.02,4116719.88,4.53,186487.41,3930232.47,Cash,
Kimaya Lata,8200773552,riya97@example.com,"H.No. 17, Kala Path, Kishanganj-703321",Telangana,2024-09-07,22K,Standard,350.555,5319.3,1864707.21,1.49,27784.14,1836923.07,Card,
Romil Jha,2962896268,borahivana@example.org,"28/599, Sura Street, Pune 686825",Karnataka,2025-04-01,24K,Pure,378.241,6539.82,2473628.06,0.67,16573.31,2457054.75,Cash,
Neysa Karnik,9515615120,nakulbassi@example.net,"00/784, Loke Zila, Nadiad 902558",Kerala,2024-09-17,24K,Premium,8.896,6810.36,60584.96,0.52,315.04,60269.92,Cash,Praesentium ullam reprehenderit minima excepturi ad nostrum impedit.
Dishani Borra,+912777596703,rkothari@example.com,"H.No. 50, Hari, Karnal-546426",Tamil Nadu,2025-05-14,22K,Standard,884.683,5341.89,4725879.27,2.66,125708.39,4600170.88,Bank Transfer,
Lagan Chowdhury,1418018555,srinivasangatik@example.net,"H.No. 91, Ranganathan Nagar, Siwan 263373",Delhi,2024-08-30,24K,Premium,208.165,5205.97,1083700.75,4.02,43564.77,1040135.98,Card,Aspernatur illo modi.
Kaira Chopra,+917796245986,adugar@example.org,"29/789, Subramaniam Path, Rampur-961204",Gujarat,2024-11-20,24K,Standard,967.313,5526.28,5345642.49,0.85,45437.96,5300204.53,Bank Transfer,
Eva Sachdev,07204656325,gaderati@example.net,"H.No. 97, Manda Marg, Hyderabad 926317",Maharashtra,2024-10-05,18K,Premium,348.903,6446.03,2249039.21,0.7,15743.27,2233295.94,Bank Transfer,
Kashvi Shere,5519160225,kulkarniayesha@example.net,"422, Dubey Chowk, Shimoga-035226",Tamil Nadu,2023-07-18,24K,Pure,76.261,5569.81,424759.28,2.46,10449.08,414310.2,Cash,
Kavya Bhandari,0174846692,varmafateh@example.org,"96/282, Sankaran Circle, Pimpri-Chinchwad-123812",Gujarat,2023-10-31,22K,Premium,680.141,5868.05,3991101.4,1.25,49888.77,3941212.63,Bank Transfer,
Himmat Mall,+910311756226,asingh@example.org,"H.No. 35, Deep Ganj, Noida 562456",Maharashtra,2024-02-06,24K,Standard,17.214,5702.43,98161.63,1.61,1580.4,96581.23,UPI,Blanditiis veritatis exercitationem facere reiciendis aliquam.
Nitara Ganguly,+919872262058,barmancharvi@example.org,"569, Reddy Marg, Salem-751276",Karnataka,2024-06-16,18K,Pure,542.539,5972.03,3240059.18,3.94,127658.33,3112400.85,Card,
Navya Bora,+914288913824,mahajantaimur@example.com,"H.No. 36, Sawhney Nagar, Srinagar 527601",Rajasthan,2023-09-11,18K,Standard,765.831,5007.27,3834722.59,0.61,23391.81,3811330.78,Bank Transfer,
Badal Bahl,0127818376,danishaan@example.net,"H.No. 677, Ben Ganj, Bhusawal-103165",West Bengal,2024-09-03,18K,Standard,592.446,5353.66,3171754.45,2.15,68192.72,3103561.73,UPI,Excepturi doloribus necessitatibus.
Hunar Khosla,+916259200949,atwalgokul@example.com,"041, Sarma Ganj, Jalna-232144",Delhi,2023-11-08,22K,Standard,964.058,5772.13,5564668.1,2.57,143011.97,5421656.13,Cash,
Yakshit Ahluwalia,2753766881,dishani08@example.com,"H.No. 298, Banerjee Nagar, Madurai 666034",Tamil Nadu,2024-06-11,18K,Pure,588.112,5403.48,3177851.43,0.12,3813.42,3174038.01,UPI,Aliquam inventore harum qui odio officia quo.
Riaan Datta,9336698565,dhanuk85@example.net,"H.No. 407, Dube Nagar, Proddatur 961772",Delhi,2024-05-01,18K,Pure,297.996,5817.34,1733544.05,0.55,9534.49,1724009.56,Bank Transfer,
Oorja Deshpande,5394556793,prerak38@example.net,"H.No. 12, Singh Circle, Bijapur-496231",Delhi,2024-09-27,18K,Premium,681.348,5166.21,3519986.85,2.31,81311.7,3438675.15,Cash,Repellendus repellat voluptate nisi sit voluptate.
